,Name,Label,Editing,Model,Model_Type,Specifier,Value,Units,Temperature_Value,Temperature_Units,Value_Average,Temperature_Average,Pressure,Process,Direction_of_Measurement,Resolution,DOI,Title,Access_Type,Publisher,Publication_Year,Authors,Journal,kL_avg,composition_name
1673,Ca5Al2Sb6,,,ThermCond,lattice,lattice thermal conductivity,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[850.0],Kelvin^(1.0),0.6000000000000001,850.0,,,,,10.1039/c1jm11463h,"Crystal structure, electronic structure, and thermoelectric properties of Ca5Al2Sb6",payment,RSC,2011,"Yu Li Yan, Yuan Xu Wang, Yu Li Yan, Yuan Xu Wang",Journal of Materials Chemistry,0.6,Ca5Al2Sb6
1673,Ca5Al2Sb6,,,ThermCond,lattice,lattice thermal conductivity,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[850.0],Kelvin^(1.0),0.6000000000000001,850.0,,,,,10.1039/c1jm11463h,"Crystal structure, electronic structure, and thermoelectric properties of Ca5Al2Sb6",payment,RSC,2011,"Yu Li Yan, Yuan Xu Wang, Yu Li Yan, Yuan Xu Wang",Journal of Materials Chemistry,0.6,Ca5Al2Sb6
1677,Cu12Sb2Te2S13,,,ThermCond,total,κ,[0.55],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.55,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.55,Cu12Sb2Te2S13
1677,Cu12Sb2Te2S13,,,ThermCond,total,κ,[0.55],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.55,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.55,Cu12Sb2Te2S13
1677,Cu12Sb2Te2S13,,,ThermCond,total,κ,[0.55],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.55,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.55,Cu12Sb2Te2S13
1677,Cu12Sb2Te2S13,,,ThermCond,total,κ,[0.55],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.55,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.55,Cu12Sb2Te2S13
1678,Cu12Sb2Te2S13,,,ThermCond,lattice,κL,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.7000000000000001,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.7,Cu12Sb2Te2S13
1678,Cu12Sb2Te2S13,,,ThermCond,lattice,κL,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.7000000000000001,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.7,Cu12Sb2Te2S13
1678,Cu12Sb2Te2S13,,,ThermCond,lattice,κL,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.7000000000000001,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.7,Cu12Sb2Te2S13
1678,Cu12Sb2Te2S13,,,ThermCond,lattice,κL,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.7000000000000001,300.0,,,,,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,payment,RSC,2015,"Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir, Y. Bouyrie, C. Candolfi, S. Pailhès, M. M. Koza, B. Malaman, A. Dauscher, J. Tobola, O. Boisron, L. Saviot, B. Lenoir",Physical Chemistry Chemical Physics,0.7,Cu12Sb2Te2S13
1683,CdSiP2,,,ThermCond,total,thermal conductivity,[13.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),13.6,300.0,,,,,10.1039/c7cp07364j,Intrinsic sources of high thermal conductivity of CdSiP2 determined by first-principle anharmonic calculations,payment,RSC,2018,"Lei Wei, Yuanyuan Zhang, Xianshun Lv, Yuguo Yang, Huajian Yu, Yanyan Hu, Huadi Zhang, Xuping Wang, Bing Liu, Qinggang Li, Lei Wei, Yuanyuan Zhang, Xianshun Lv, Yuguo Yang, Huajian Yu, Yanyan Hu, Huadi Zhang, Xuping Wang, Bing Liu, Qinggang Li",Physical Chemistry Chemical Physics,13.6,CdSiP2
1684,AgGaS2,,,ThermCond,total,thermal conductivity,[1.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.4,300.0,,,,,10.1039/c7cp07364j,Intrinsic sources of high thermal conductivity of CdSiP2 determined by first-principle anharmonic calculations,payment,RSC,2018,"Lei Wei, Yuanyuan Zhang, Xianshun Lv, Yuguo Yang, Huajian Yu, Yanyan Hu, Huadi Zhang, Xuping Wang, Bing Liu, Qinggang Li, Lei Wei, Yuanyuan Zhang, Xianshun Lv, Yuguo Yang, Huajian Yu, Yanyan Hu, Huadi Zhang, Xuping Wang, Bing Liu, Qinggang Li",Physical Chemistry Chemical Physics,1.4,AgGaS2
1696,CuAg3Se2,,,ThermCond,total,highest κT,[1.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.4,300.0,,,,,10.1039/c8ta01531g,Chemical manipulation of phase stability and electronic behavior in Cu4−xAgxSe2,payment,RSC,2018,"A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu, A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu",Journal of Materials Chemistry A,1.4,CuAg3Se2
1696,CuAg3Se2,,,ThermCond,total,highest κT,[1.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.4,300.0,,,,,10.1039/c8ta01531g,Chemical manipulation of phase stability and electronic behavior in Cu4−xAgxSe2,payment,RSC,2018,"A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu, A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu",Journal of Materials Chemistry A,1.4,CuAg3Se2
1697,Cu3AgSe2,,,ThermCond,total,highest κT,[0.9],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.9,300.0,,,,,10.1039/c8ta01531g,Chemical manipulation of phase stability and electronic behavior in Cu4−xAgxSe2,payment,RSC,2018,"A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu, A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu",Journal of Materials Chemistry A,0.9,Cu3AgSe2
1697,Cu3AgSe2,,,ThermCond,total,highest κT,[0.9],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.9,300.0,,,,,10.1039/c8ta01531g,Chemical manipulation of phase stability and electronic behavior in Cu4−xAgxSe2,payment,RSC,2018,"A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu, A. Olvera, T. P. Bailey, C. Uher, P. F. P. Poudeu",Journal of Materials Chemistry A,0.9,Cu3AgSe2
1704,K2Ti6O13,,,ThermCond,total,thermal conductivity,[0.017],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1033.0],Kelvin^(1.0),0.017,1033.0,,,,,10.1007/s10854-019-01170-x,Substantial enhancement of mechanical properties for SnSe based composites with potassium titanate whiskers,payment,Springer,2019,"Li Junchao, Duan Bo, Li Jialiang, Ruan Zheng, Gao Tao, Fang Zhou, Li Guodong, Zhai Pengcheng, Chen Gang",Journal of Materials Science: Materials in Electronics,0.017,K2Ti6O13
1704,K2Ti6O13,,,ThermCond,total,thermal conductivity,[0.017],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1033.0],Kelvin^(1.0),0.017,1033.0,,,,,10.1007/s10854-019-01170-x,Substantial enhancement of mechanical properties for SnSe based composites with potassium titanate whiskers,payment,Springer,2019,"Li Junchao, Duan Bo, Li Jialiang, Ruan Zheng, Gao Tao, Fang Zhou, Li Guodong, Zhai Pengcheng, Chen Gang",Journal of Materials Science: Materials in Electronics,0.017,K2Ti6O13
1704,K2Ti6O13,,,ThermCond,total,thermal conductivity,[0.017],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1033.0],Kelvin^(1.0),0.017,1033.0,,,,,10.1007/s10854-019-01170-x,Substantial enhancement of mechanical properties for SnSe based composites with potassium titanate whiskers,payment,Springer,2019,"Li Junchao, Duan Bo, Li Jialiang, Ruan Zheng, Gao Tao, Fang Zhou, Li Guodong, Zhai Pengcheng, Chen Gang",Journal of Materials Science: Materials in Electronics,0.017,K2Ti6O13
1706,Gd8Bi3O8,,,ThermCond,total,thermal conductivity,[0.95],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[180.0],Kelvin^(1.0),0.95,180.0,,,,,10.1016/j.jssc.2015.10.004,"Synthesis, crystal structure, and physical properties of the Gd3BiO3 and Gd8Bi3O8 phases ",payment,Elsevier,2016,FORBES,Journal of Solid State Chemistry,0.95,Gd8Bi3O8
1706,Gd8Bi3O8,,,ThermCond,total,thermal conductivity,[0.95],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[180.0],Kelvin^(1.0),0.95,180.0,,,,,10.1016/j.jssc.2015.10.004,"Synthesis, crystal structure, and physical properties of the Gd3BiO3 and Gd8Bi3O8 phases ",payment,Elsevier,2016,FORBES,Journal of Solid State Chemistry,0.95,Gd8Bi3O8
1706,Gd8Bi3O8,,,ThermCond,total,thermal conductivity,[0.95],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[180.0],Kelvin^(1.0),0.95,180.0,,,,,10.1016/j.jssc.2015.10.004,"Synthesis, crystal structure, and physical properties of the Gd3BiO3 and Gd8Bi3O8 phases ",payment,Elsevier,2016,FORBES,Journal of Solid State Chemistry,0.95,Gd8Bi3O8
1711,AgPb18SbTe20,,,ThermCond,total,thermal conductivity,[1.04],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[370.0],Kelvin^(1.0),1.04,370.0,,,,,10.1016/j.jallcom.2004.06.051,"Thermoelectric properties of Ag1−x
Pb18SbTe20 (x = 0, 0.1, 0.3) ",payment,Elsevier,2005,KOSUGA,Journal of Alloys and Compounds,1.04,AgPb18SbTe20
1711,AgPb18SbTe20,,,ThermCond,total,thermal conductivity,[1.04],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[370.0],Kelvin^(1.0),1.04,370.0,,,,,10.1016/j.jallcom.2004.06.051,"Thermoelectric properties of Ag1−x
Pb18SbTe20 (x = 0, 0.1, 0.3) ",payment,Elsevier,2005,KOSUGA,Journal of Alloys and Compounds,1.04,AgPb18SbTe20
1713,SbCrSe3,,,ThermCond,total,thermal conductivity,[0.56],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[900.0],Kelvin^(1.0),0.56,900.0,,,,,10.1038/am.2017.77,Intrinsically low thermal conductivity from a quasi-one-dimensional crystal structure and enhanced electrical conductivity network via Pb doping in SbCrSe3,open,Springer,2017,"Yang Dingfeng, Yao Wei, Yan Yanci, Qiu Wujie, Guo Lijie, Lu Xu, Uher Ctirad, Han Xiaodong, Wang Guoyu, Yang Tao, Zhou Xiaoyuan",NPG Asia Materials,0.56,SbCrSe3
1716,SbCrSe3,,,ThermCond,lattice,lattice thermal conductivity,[1.08],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.08,295.0,,,,,10.1038/am.2017.77,Intrinsically low thermal conductivity from a quasi-one-dimensional crystal structure and enhanced electrical conductivity network via Pb doping in SbCrSe3,open,Springer,2017,"Yang Dingfeng, Yao Wei, Yan Yanci, Qiu Wujie, Guo Lijie, Lu Xu, Uher Ctirad, Han Xiaodong, Wang Guoyu, Yang Tao, Zhou Xiaoyuan",NPG Asia Materials,1.08,SbCrSe3
1721,CoSb3,,,ThermCond,lattice,κL,[10.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),10.0,300.0,,,,,10.1038/ncomms8584,Solubility design leading to high figure of merit in low-cost Ce-CoSb3 skutterudites,open,Springer,2015,"Tang Yinglu, Hanus Riley, Chen Sinn-wen, Snyder G. Jeffrey",Nature Communications,10.0,CoSb3
1722,BaRuO3,,,ThermCond,total,κ,"[3.4, 4.0]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),3.7,295.0,,,,,10.1016/j.mseb.2008.12.026,Thermoelectric properties of alkaline earth ruthenates prepared by SPS ,payment,Elsevier,2009,KEAWPRAK,Materials Science and Engineering: B,3.7,BaRuO3
1731,Ag9TlTe5,,,ThermCond,total,thermal conductivity,[0.23],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.23,295.0,,,,,10.1016/j.jmat.2015.01.001,Thermoelectric materials: Energy conversion between heat and electricity ,open,Elsevier,2015,ZHANG,Journal of Materiomics,0.23,Ag9TlTe5
1731,Ag9TlTe5,,,ThermCond,total,thermal conductivity,[0.23],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.23,295.0,,,,,10.1016/j.jmat.2015.01.001,Thermoelectric materials: Energy conversion between heat and electricity ,open,Elsevier,2015,ZHANG,Journal of Materiomics,0.23,Ag9TlTe5
1734,SiO2,,,ThermCond,total,thermal conductivity,[1.36],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.36,295.0,,,,,10.1016/S0921-5107(99)00477-8,Microstructure and thermoelectric properties of p-type Fe0.9Mn0.1Si2 compounds prepared by pressureless sintering ,payment,Elsevier,1999,CHO,Materials Science and Engineering: B,1.36,SiO2
1742,Ti9Ni7Sn8,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.0,773.0,,,,,10.1007/s40243-020-00172-8,Implication of nanostructuring of bulk nanocomposite Ti9Ni7Sn8 on the optimization of high thermoelectric performance,payment,Springer,2020,"Kumar Ashish, Chaturvedi K. M., Bhardwaj A., Govind Bal, Bano Sahiba, Misra D. K.",Materials for Renewable and Sustainable Energy,1.0,Ti9Ni7Sn8
1742,Ti9Ni7Sn8,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.0,773.0,,,,,10.1007/s40243-020-00172-8,Implication of nanostructuring of bulk nanocomposite Ti9Ni7Sn8 on the optimization of high thermoelectric performance,payment,Springer,2020,"Kumar Ashish, Chaturvedi K. M., Bhardwaj A., Govind Bal, Bano Sahiba, Misra D. K.",Materials for Renewable and Sustainable Energy,1.0,Ti9Ni7Sn8
1742,Ti9Ni7Sn8,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.0,773.0,,,,,10.1007/s40243-020-00172-8,Implication of nanostructuring of bulk nanocomposite Ti9Ni7Sn8 on the optimization of high thermoelectric performance,payment,Springer,2020,"Kumar Ashish, Chaturvedi K. M., Bhardwaj A., Govind Bal, Bano Sahiba, Misra D. K.",Materials for Renewable and Sustainable Energy,1.0,Ti9Ni7Sn8
1749,Mg3Sb2,,,ThermCond,lattice,κL,[2.55],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),2.55,300.0,,,,,10.1039/c7cp08680f,Computational prediction of a high ZT of n-type Mg3Sb2-based compounds with isotropic thermoelectric conduction performance,payment,RSC,2018,"Juan Li, Shuqi Zheng, Teng Fang, Luo Yue, Shuai Zhang, Guiwu Lu, Juan Li, Shuqi Zheng, Teng Fang, Luo Yue, Shuai Zhang, Guiwu Lu",Physical Chemistry Chemical Physics,2.55,Mg3Sb2
1749,Mg3Sb2,,,ThermCond,lattice,κL,[2.55],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),2.55,300.0,,,,,10.1039/c7cp08680f,Computational prediction of a high ZT of n-type Mg3Sb2-based compounds with isotropic thermoelectric conduction performance,payment,RSC,2018,"Juan Li, Shuqi Zheng, Teng Fang, Luo Yue, Shuai Zhang, Guiwu Lu, Juan Li, Shuqi Zheng, Teng Fang, Luo Yue, Shuai Zhang, Guiwu Lu",Physical Chemistry Chemical Physics,2.55,Mg3Sb2
1755,Si96B4,,,ThermCond,total,thermal conductivity,[11.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1123.0],Kelvin^(1.0),11.8,1123.0,,,,,10.1016/j.mssp.2017.11.039,Facile synthesis of earth-abundant and non-toxic p-type Si96B4/SiCp nanocomposites with enhanced thermoelectric performance ,payment,Elsevier,2018,UPADHYAY,Materials Science in Semiconductor Processing,11.8,Si96B4
1755,Si96B4,,,ThermCond,total,thermal conductivity,[11.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1123.0],Kelvin^(1.0),11.8,1123.0,,,,,10.1016/j.mssp.2017.11.039,Facile synthesis of earth-abundant and non-toxic p-type Si96B4/SiCp nanocomposites with enhanced thermoelectric performance ,payment,Elsevier,2018,UPADHYAY,Materials Science in Semiconductor Processing,11.8,Si96B4
1759,In2Ge2Te6,,,ThermCond,total,thermal conductivity,[0.35],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.35,673.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,0.35,In2Ge2Te6
1759,In2Ge2Te6,,,ThermCond,total,thermal conductivity,[0.35],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.35,673.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,0.35,In2Ge2Te6
1759,In2Ge2Te6,,,ThermCond,total,thermal conductivity,[0.35],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.35,673.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,0.35,In2Ge2Te6
1760,Cr2Si2Te6,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[473.0],Kelvin^(1.0),1.0,473.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,1.0,Cr2Si2Te6
1760,Cr2Si2Te6,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[473.0],Kelvin^(1.0),1.0,473.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,1.0,Cr2Si2Te6
1760,Cr2Si2Te6,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[473.0],Kelvin^(1.0),1.0,473.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,1.0,Cr2Si2Te6
1761,Cr2Ge2Te6,,,ThermCond,total,Thermal conductivities,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.0,773.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,1.0,Cr2Ge2Te6
1761,Cr2Ge2Te6,,,ThermCond,total,Thermal conductivities,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.0,773.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,1.0,Cr2Ge2Te6
1761,Cr2Ge2Te6,,,ThermCond,total,Thermal conductivities,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),1.0,773.0,,,,,10.1039/c7ta04810f,Layered tellurides: stacking faults induce low thermal conductivity in the new In2Ge2Te6 and thermoelectric properties of related compounds,payment,RSC,2017,"Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin, Robin Lefèvre, David Berthebaud, Oleg Lebedev, Olivier Pérez, Célia Castro, Stéphanie Gascoin, Daniel Chateigner, Franck Gascoin",Journal of Materials Chemistry A,1.0,Cr2Ge2Te6
